date,Temp,Humidity,GHI,SHI,Power
2017/8/1 0:00,7.7053,46.8807,2.9813,1.2878,0
2017/8/1 0:15,7.5963,45.8584,3.1602,1.4118,0
2017/8/1 0:30,7.3075,47.8872,2.9705,1.2399,0
2017/8/1 0:45,7.2859,47.9202,2.8582,1.1202,0
2017/8/1 1:00,7.3092,47.4404,2.6489,0.9747,0
2017/8/1 1:15,7.3819,47.3238,2.3732,0.7479,0
2017/8/1 1:30,7.6773,46.1832,2.5324,0.9347,0
2017/8/1 1:45,7.4295,46.6378,2.494,0.8269,0
2017/8/1 2:00,7.2921,47.2399,2.7575,1.0838,0
2017/8/1 2:15,7.3793,47.0574,2.4397,0.7987,0
2017/8/1 2:30,7.7414,45.8348,2.1839,0.5635,0
2017/8/1 2:45,8.127,44.2146,2.3098,0.6973,0
2017/8/1 3:00,8.1831,43.0222,1.8042,0.4952,0
2017/8/1 3:15,11.0901,34.2076,1.2185,0.4197,0
2017/8/1 3:30,12.5785,30.4634,1.2295,0.4255,0
2017/8/1 3:45,12.9468,29.7069,1.4741,0.4437,0
2017/8/1 4:00,13.1006,29.5288,1.8266,0.6425,0
2017/8/1 4:15,12.0251,31.2325,3.9969,2.2481,0
2017/8/1 4:30,12.1224,31.5435,2.7729,1.2863,0
2017/8/1 4:45,10.911,33.7056,5.0101,3.3108,0
2017/8/1 5:00,8.5341,40.1626,6.2946,4.4024,0
2017/8/1 5:15,8.0349,41.8625,4.7618,2.9272,0
2017/8/1 5:30,7.5799,42.7327,3.8878,2.1171,0
2017/8/1 5:45,7.0949,44.8277,3.4496,1.6775,0
2017/8/1 6:00,7.4684,43.7654,2.8825,1.1599,0
2017/8/1 6:15,7.5837,43.1425,2.7547,1.0256,0
2017/8/1 6:30,7.4191,43.9065,2.8066,1.1327,0
2017/8/1 6:45,6.9726,45.1554,3.0598,1.3185,0
2017/8/1 7:00,6.7458,46.2989,4.3028,2.4975,0
2017/8/1 7:15,6.748,46.5907,9.3519,6.8979,0
2017/8/1 7:30,7.048,46.0944,31.3563,12.7253,0.0354
2017/8/1 7:45,8.2765,43.2191,69.7861,17.8135,1.3329
2017/8/1 8:00,10.6651,36.7534,120.184,21.8842,2.4082
2017/8/1 8:15,12.3863,32.3215,177.0005,27.03,3.0606
2017/8/1 8:30,13.32,30.9499,234.623,32.0353,3.3209
2017/8/1 8:45,14.0552,30.0526,298.9455,37.1114,3.4796
2017/8/1 9:00,15.2893,28.2003,359.9357,43.5443,2.4594
2017/8/1 9:15,15.9441,27.4051,414.1362,47.8774,2.0763
2017/8/1 9:30,16.6475,26.9915,464.46,55.0065,1.8681
2017/8/1 9:45,17.2217,26.6375,511.1257,56.1579,3.1339
2017/8/1 10:00,17.7486,26.1711,549.4308,53.4874,3.7666
2017/8/1 10:15,18.8523,25.2867,586.987,52.635,3.9409
2017/8/1 10:30,20.401,24.2819,623.3116,51.5314,3.972
2017/8/1 10:45,21.6258,23.9108,652.4148,52.3445,3.9454
2017/8/1 11:00,22.135,23.945,690.6469,52.0087,3.9475
2017/8/1 11:15,23.1122,23.0482,718.0362,53.1548,3.9475
2017/8/1 11:30,23.5182,23.4332,741.1292,59.5939,4.0046
2017/8/1 11:45,25.0481,22.1137,759.5815,65.7899,3.99
2017/8/1 12:00,25.5082,21.5903,778.6475,74.9006,4.0283
2017/8/1 12:15,26.0799,21.0388,784.7035,70.8649,4.0311
2017/8/1 12:30,26.3565,20.8491,784.0227,67.1332,3.979
2017/8/1 12:45,26.9964,20.1524,780.7358,67.228,3.9702
2017/8/1 13:00,27.246,19.7437,772.2518,66.6682,3.9982
2017/8/1 13:15,27.7022,19.0802,768.0782,69.5796,3.9541
2017/8/1 13:30,27.8189,18.6925,755.3978,69.6972,3.966
2017/8/1 13:45,28.225,18.0911,732.7659,64.5996,3.9704
2017/8/1 14:00,28.1873,18.0066,709.8912,67.0013,3.9345
2017/8/1 14:15,28.3271,17.7646,678.3296,65.1603,3.8953
2017/8/1 14:30,28.6925,17.1277,660.1412,76.2884,3.9091
2017/8/1 14:45,28.4878,17.0311,631.4646,143.4549,3.7778
2017/8/1 15:00,28.4198,16.9178,528.8263,124.0476,3.3643
2017/8/1 15:15,28.2887,17.1016,580.2299,92.0733,3.9551
2017/8/1 15:30,27.7593,17.6913,433.127,73.4627,3.2735
2017/8/1 15:45,27.673,17.6636,459.5327,52.5608,3.7737
2017/8/1 16:00,27.7494,17.5778,417.3371,55.9612,3.6643
2017/8/1 16:15,27.5151,17.9367,363.6036,46.2231,3.5532
2017/8/1 16:30,27.075,18.4551,309.8245,46.7468,3.4131
2017/8/1 16:45,26.7142,19.2635,254.099,43.8472,3.1983
2017/8/1 17:00,26.2608,20.0985,195.1643,40.7281,2.9138
2017/8/1 17:15,25.9267,20.5344,96.8292,39.2313,2.472
2017/8/1 17:30,25.6329,21.0978,32.8966,30.4123,2.0733
2017/8/1 17:45,25.3202,21.7705,24.0894,21.7202,1.1053
2017/8/1 18:00,24.8492,22.6178,14.421,12.2852,0.0739
2017/8/1 18:15,24.3281,23.5213,6.4762,4.8851,0
2017/8/1 18:30,24.0258,24.0362,2.9379,1.4495,0
2017/8/1 18:45,23.9691,24.1823,2.1849,0.8846,0
2017/8/1 19:00,23.7517,24.409,3.3849,1.9986,0
2017/8/1 19:15,22.5697,26.1806,4.0958,2.5496,0
2017/8/1 19:30,22.4122,26.5757,2.8183,1.3675,0
2017/8/1 19:45,22.1944,27.0045,2.9263,1.4466,0
2017/8/1 20:00,22.1547,27.1509,2.1669,0.7585,0
2017/8/1 20:15,22.5003,26.7105,1.6031,0.5165,0
2017/8/1 20:30,22.6036,26.7236,2.1107,0.8578,0
2017/8/1 20:45,21.9989,27.6718,2.8535,1.3458,0
2017/8/1 21:00,21.9804,28.0346,2.4268,1.002,0
2017/8/1 21:15,21.6357,28.7218,3.2234,1.7235,0
2017/8/1 21:30,21.4835,29.2597,2.4507,1.0625,0
2017/8/1 21:45,21.6442,29.0879,2.1306,0.8435,0
2017/8/1 22:00,21.5523,29.3454,2.0427,0.6429,0
2017/8/1 22:15,21.4948,29.5981,2.2641,0.803,0
2017/8/1 22:30,21.1565,30.2046,3.0214,1.423,0
2017/8/1 22:45,20.5441,31.4508,3.4633,1.9459,0
2017/8/1 23:00,20.3633,32.0253,2.3316,0.8565,0
2017/8/1 23:15,20.1706,32.5337,3.2613,1.6863,0
2017/8/1 23:30,20.0926,33.1775,2.3018,0.8157,0
2017/8/1 23:45,20.166,33.2298,2.5711,1.0679,0
2017/8/2 0:00,20.0174,33.694,2.4376,0.9143,0
2017/8/2 0:15,19.7565,34.3993,2.8367,1.2642,0
2017/8/2 0:30,19.2752,35.8592,3.2285,1.6795,0
2017/8/2 0:45,19.09,36.9468,2.5565,1.0063,0
2017/8/2 1:00,19.7411,35.6345,1.3996,0.4806,0
2017/8/2 1:15,20.9905,33.4801,1.2303,0.4883,0
2017/8/2 1:30,21.3716,32.7718,1.6962,0.5526,0
2017/8/2 1:45,21.3088,32.9045,2.3306,0.8422,0
2017/8/2 2:00,20.8132,33.2199,3.2513,1.6602,0
2017/8/2 2:15,20.6268,26.8997,2.7716,1.2612,0
2017/8/2 2:30,20.4949,24.2118,2.7752,1.1829,0
2017/8/2 2:45,19.7185,21.9367,3.9362,2.4055,0
2017/8/2 3:00,17.8205,19.0615,6.5256,4.8611,0
2017/8/2 3:15,16.6133,22.796,5.7366,3.9717,0
2017/8/2 3:30,15.954,25.366,4.0074,2.3348,0
2017/8/2 3:45,15.4517,28.1754,3.607,1.9129,0
2017/8/2 4:00,15.0466,30.1573,3.1635,1.5039,0
2017/8/2 4:15,14.5248,31.5293,4.0263,2.3855,0
2017/8/2 4:30,13.755,32.9883,4.4481,2.6545,0
2017/8/2 4:45,13.4586,33.8881,2.5971,0.9185,0
2017/8/2 5:00,13.4624,34.9848,2.3682,0.8238,0
2017/8/2 5:15,13.5695,35.3647,2.2457,0.7247,0
2017/8/2 5:30,13.3012,36.3838,2.9595,1.3185,0
2017/8/2 5:45,12.9823,37.4044,3.0129,1.3435,0
2017/8/2 6:00,12.9462,37.5415,2.4085,0.7935,0
2017/8/2 6:15,13.0534,36.266,2.0628,0.5576,0
2017/8/2 6:30,12.8975,36.1865,2.8508,1.2629,0
2017/8/2 6:45,12.6372,35.6558,3.0703,1.4398,0
2017/8/2 7:00,12.2163,36.6214,4.4338,2.6709,0
2017/8/2 7:15,11.7894,37.978,9.1833,7.1794,0
2017/8/2 7:30,11.5958,39.0119,25.1498,17.2348,0.0095
2017/8/2 7:45,11.5826,39.7574,63.8043,39.7227,0.7886
2017/8/2 8:00,11.9932,38.6084,125.9166,60.054,1.8698
2017/8/2 8:15,11.9327,38.5711,128.0918,86.4585,1.2256
2017/8/2 8:30,11.7697,39.174,124.4732,75.7675,1.1844
2017/8/2 8:45,11.8664,39.4335,186.9674,91.0252,1.7678
2017/8/2 9:00,12.0253,38.9674,224.0038,150.5667,1.5356
2017/8/2 9:15,12.3636,38.3154,323.7008,1.04315,1.6461
2017/8/2 9:30,12.6262,38.4727,414.6302,1.04315,2.2239
2017/8/2 9:45,12.8608,37.8169,450.6323,184.2659,2.2004
2017/8/2 10:00,12.9867,36.5699,498.5813,88.7053,3.3038
2017/8/2 10:15,13.7073,33.154,523.4634,117.1143,2.8839
2017/8/2 10:30,13.7664,32.8239,499.8116,178.1434,2.5738
2017/8/2 10:45,14.6428,30.4955,648.7657,1.04315,3.0582
2017/8/2 11:00,15.2697,28.6694,642.677,1.04315,3.5445
2017/8/2 11:15,15.4361,27.8003,650.5315,1.04315,3.1642
2017/8/2 11:30,15.4859,26.2505,668.0299,1.04315,3.062
2017/8/2 11:45,16.2465,24.8011,784.3656,169.1276,4.2229
2017/8/2 12:00,16.5305,24.1861,820.2226,1.04315,3.7324
2017/8/2 12:15,16.6301,23.0916,658.076,1.04315,2.9297
2017/8/2 12:30,17.3749,21.5357,840.8856,125.3959,4.1883
2017/8/2 12:45,17.473,20.5575,855.9501,116.5484,4.5186
2017/8/2 13:00,17.5573,20.3702,811.5982,146.0911,4.1741
2017/8/2 13:15,17.7637,19.056,812.5148,63.3336,4.308
2017/8/2 13:30,18.1229,18.4143,802.6382,58.5156,4.2808
2017/8/2 13:45,18.571,17.212,788.5503,51.7799,4.3111
2017/8/2 14:00,18.9587,14.9284,767.9504,52.2386,4.3179
2017/8/2 14:15,19.0025,15.1553,735.8715,52.2691,4.3196
2017/8/2 14:30,19.2249,14.1823,708.8003,52.4857,4.2694
2017/8/2 14:45,19.102,14.2053,687.8821,56.1692,4.257
2017/8/2 15:00,19.3072,13.8977,647.6398,53.8213,4.2211
2017/8/2 15:15,19.4153,14.8348,601.9452,54.3567,4.1707
2017/8/2 15:30,18.9351,14.8097,554.5365,48.0945,4.1766
2017/8/2 15:45,18.979,14.5065,499.0049,42.0778,4.1242
2017/8/2 16:00,18.9037,14.4433,449.9268,39.889,4.0721
2017/8/2 16:15,18.496,14.6688,397.8921,37.5547,3.9683
2017/8/2 16:30,18.9868,14.2019,339.121,33.5019,3.8337
2017/8/2 16:45,18.8332,13.5211,286.7892,34.8693,3.6937
2017/8/2 17:00,18.363,13.2052,226.8405,33.6744,3.484
2017/8/2 17:15,18.2056,13.0743,104.5176,34.783,3.2202
2017/8/2 17:30,18.0118,12.6425,27.211,25.1591,2.8012
2017/8/2 17:45,17.4669,13.4728,18.8784,17.1504,1.8823
2017/8/2 18:00,16.73,14.9605,12.8491,11.122,0.1991
2017/8/2 18:15,16.2154,16.8317,6.9447,5.2034,0
2017/8/2 18:30,15.7273,18.3396,3.595,1.9437,0
2017/8/2 18:45,15.2873,19.6656,3.6645,2.0331,0
2017/8/2 19:00,14.4737,21.6557,3.9116,2.3211,0
2017/8/2 19:15,14.0516,24.0959,3.7673,2.1423,0
2017/8/2 19:30,13.6503,26.5964,3.4221,1.777,0
2017/8/2 19:45,13.2155,28.2846,3.2879,1.6241,0
2017/8/2 20:00,12.8192,30.0476,3.0994,1.4859,0
2017/8/2 20:15,12.358,31.547,3.4844,1.8487,0
2017/8/2 20:30,11.9625,32.5874,3.2594,1.5695,0
2017/8/2 20:45,11.224,34.6877,4.0024,2.351,0
2017/8/2 21:00,10.4569,36.5748,3.5394,1.7933,0
2017/8/2 21:15,10.2088,37.7531,3.3686,1.6391,0
2017/8/2 21:30,10.3783,38.716,2.1929,0.7461,0
2017/8/2 21:45,11.111,37.2512,1.9293,0.5581,0
2017/8/2 22:00,10.8815,38.315,2.2621,0.6384,0
2017/8/2 22:15,10.8761,38.9597,2.8403,1.2281,0
2017/8/2 22:30,9.6791,41.6877,4.6427,2.8885,0
2017/8/2 22:45,9.3413,43.1485,3.2616,1.6163,0
2017/8/2 23:00,8.6611,44.0354,3.7886,2.02,0
2017/8/2 23:15,8.0015,46.6221,2.9753,1.3487,0
2017/8/2 23:30,9.7863,44.3156,1.2537,0.4188,0
2017/8/2 23:45,10.4815,42.8021,1.9992,0.6517,0
2017/8/3 0:00,10.1572,44.3247,2.13,0.609,0
2017/8/3 0:15,10.4343,45.4942,1.7862,0.4685,0
2017/8/3 0:30,10.0905,47.4532,3.2113,1.5611,0
2017/8/3 0:45,9.5469,49.793,3.9024,2.1225,0
2017/8/3 1:00,8.6026,52.4427,4.3701,2.6332,0
2017/8/3 1:15,8.1579,54.0832,3.382,1.591,0
2017/8/3 1:30,8.0145,54.3653,3.1174,1.3394,0
2017/8/3 1:45,7.9213,54.8761,2.7295,1.0642,0
2017/8/3 2:00,7.7495,55.7915,3.0192,1.28,0
2017/8/3 2:15,7.2915,57.6281,3.0669,1.352,0
2017/8/3 2:30,7.19,58.2857,3.0018,1.2756,0
2017/8/3 2:45,7.3788,57.971,2.5753,0.9093,0
2017/8/3 3:00,6.8397,59.6817,3.8588,2.0678,0
2017/8/3 3:15,6.1638,62.4953,3.7802,1.9836,0
2017/8/3 3:30,5.4903,65.7109,2.9419,1.3311,0
2017/8/3 3:45,6.3796,64.0084,2.0061,0.4556,0
2017/8/3 4:00,7.1891,62.3657,1.4968,0.4184,0
2017/8/3 4:15,7.4129,61.6172,2.6903,1.0965,0
2017/8/3 4:30,6.1427,65.9814,4.6272,2.8185,0
2017/8/3 4:45,5.3957,69.7355,3.7492,1.9425,0
2017/8/3 5:00,4.7411,72.1889,3.9864,2.1816,0
2017/8/3 5:15,4.1963,75.8659,3.6857,1.8538,0
2017/8/3 5:30,4.7372,74.9732,2.3734,0.7458,0
2017/8/3 5:45,4.7805,75.3768,2.5533,0.9099,0
2017/8/3 6:00,5.0784,75.1707,2.4499,0.8043,0
2017/8/3 6:15,4.8537,76.2096,2.8207,1.0918,0
2017/8/3 6:30,4.5234,78.8487,2.8972,1.1416,0
2017/8/3 6:45,4.5273,77.9781,3.1386,1.3042,0
2017/8/3 7:00,4.3709,79.8561,4.1919,2.377,0
2017/8/3 7:15,4.3749,79.6891,11.3998,7.9181,0
2017/8/3 7:30,5.0407,77.9384,36.5695,12.3091,0.2115
2017/8/3 7:45,7.5177,67.4517,78.0396,16.5416,1.9315
2017/8/3 8:00,8.8487,61.6444,132.9793,21.2605,2.7406
2017/8/3 8:15,9.5541,60.7687,193.1624,26.93,3.316
2017/8/3 8:30,10.6123,57.3433,252.7761,31.9871,3.607
2017/8/3 8:45,11.234,55.8346,321.7526,37.7575,3.1335
2017/8/3 9:00,11.5016,54.9079,385.3665,43.8108,1.8493
2017/8/3 9:15,11.849,53.9252,390.4448,136.929,2.5937
2017/8/3 9:30,12.3188,52.747,492.2047,65.6381,2.3073
2017/8/3 9:45,12.4968,51.6931,535.1134,53.623,2.1963
2017/8/3 10:00,12.9135,50.142,574.3951,49.3598,3.5511
2017/8/3 10:15,13.4356,48.1639,615.9628,49.5642,2.5359
2017/8/3 10:30,13.7194,47.4328,652.86,49.1294,2.6981
2017/8/3 10:45,13.7982,46.6072,686.1729,49.077,2.8237
2017/8/3 11:00,14.2479,44.3315,716.9109,48.2513,2.9429
2017/8/3 11:15,14.5498,43.1019,742.5482,48.8618,3.0413
2017/8/3 11:30,15.5304,39.6148,766.9876,49.3757,3.7764
2017/8/3 11:45,16.2374,36.8711,791.0848,57.6761,3.6901
2017/8/3 12:00,16.7523,34.2671,810.5083,65.301,3.3411
2017/8/3 12:15,16.6062,33.8881,819.6255,63.4943,4.2016
2017/8/3 12:30,16.816,33.2998,820.4587,59.1387,4.1186
2017/8/3 12:45,17.0023,33.256,815.8874,58.144,4.0698
2017/8/3 13:00,17.1972,32.7083,807.3491,57.5458,4.0245
2017/8/3 13:15,17.0388,32.3282,807.2292,61.7226,4.087
2017/8/3 13:30,16.9751,32.5844,790.5568,59.8706,4.2752
2017/8/3 13:45,17.2395,31.1554,772.0686,55.6266,4.3084
2017/8/3 14:00,18.0187,30.2371,743.2488,52.2138,4.2522
2017/8/3 14:15,18.6099,28.254,712.9183,53.5463,4.2217
2017/8/3 14:30,18.0994,29.4132,691.0589,57.1796,4.2168
2017/8/3 14:45,18.1675,29.3105,670.1803,59.2111,4.2079
2017/8/3 15:00,18.2332,28.7838,631.517,56.8301,4.1949
2017/8/3 15:15,18.0151,29.1678,588.2684,56.3484,4.1721
2017/8/3 15:30,18.1803,28.3001,540.1294,46.9576,4.1438
2017/8/3 15:45,17.7859,28.5723,491.0403,44.3396,4.1188
2017/8/3 16:00,18.1004,27.6827,440.1777,40.4,4.0258
2017/8/3 16:15,18.0897,27.6695,390.6567,38.4035,3.9177
2017/8/3 16:30,17.8652,28.549,335.9322,38.2283,3.8143
2017/8/3 16:45,17.1978,29.8566,280.849,37.1943,3.6715
2017/8/3 17:00,16.9762,30.1082,220.9787,33.3387,3.4522
2017/8/3 17:15,16.7948,30.7102,97.8468,34.8104,3.1447
2017/8/3 17:30,16.4093,31.382,28.2537,26.3519,2.7253
2017/8/3 17:45,15.9452,31.9832,19.6707,17.9402,1.8252
2017/8/3 18:00,15.3501,32.9457,13.7029,11.9878,0.2053
2017/8/3 18:15,14.4581,35.1376,8.1754,6.42,0
2017/8/3 18:30,13.5606,37.7714,5.3886,3.5373,0
2017/8/3 18:45,12.6746,40.4152,4.6554,2.8214,0
2017/8/3 19:00,11.7139,42.9437,4.6947,2.8998,0
2017/8/3 19:15,10.6702,45.2404,4.866,3.0394,0
2017/8/3 19:30,9.6223,48.1232,4.6847,2.8512,0
2017/8/3 19:45,8.6283,51.3637,4.1162,2.3633,0
2017/8/3 20:00,8.1745,52.7011,3.8242,2.0304,0
2017/8/3 20:15,7.6574,55.5159,3.8818,2.1605,0
2017/8/3 20:30,7.4218,55.8336,3.1862,1.3917,0
2017/8/3 20:45,6.983,57.9971,3.4772,1.6578,0
2017/8/3 21:00,6.7992,57.7561,3.0898,1.306,0
2017/8/3 21:15,6.5223,58.9686,2.9912,1.2621,0
2017/8/3 21:30,6.2336,60.6885,2.9572,1.223,0
2017/8/3 21:45,6.1306,61.3698,3.1221,1.3791,0
2017/8/3 22:00,5.902,61.8226,2.9169,1.1741,0
2017/8/3 22:15,5.7437,62.8159,2.8695,1.1527,0
2017/8/3 22:30,5.6929,62.3575,2.7309,1.0818,0
2017/8/3 22:45,5.3953,64.1265,2.5495,0.9105,0
2017/8/3 23:00,5.4593,63.6245,2.7386,1.0088,0
2017/8/3 23:15,5.091,64.5896,3.1568,1.3789,0
2017/8/3 23:30,4.6365,65.1289,3.3981,1.5472,0
2017/8/3 23:45,4.132,67.7818,3.6508,1.8484,0
2017/8/4 0:00,3.8497,68.4729,3.305,1.5113,0
2017/8/4 0:15,3.8766,69.4313,2.87,1.1246,0
2017/8/4 0:30,3.5379,70.6214,3.5592,1.7307,0
2017/8/4 0:45,3.0909,71.1843,3.2053,1.4386,0
2017/8/4 1:00,2.9304,73.5176,3.253,1.3646,0
2017/8/4 1:15,2.9099,74.0191,2.9191,1.19,0
2017/8/4 1:30,2.5671,76.8228,3.1183,1.3096,0
2017/8/4 1:45,2.4173,76.4633,3.0682,1.2704,0
2017/8/4 2:00,2.2305,76.3661,3.0571,1.2641,0
2017/8/4 2:15,2.045,76.4625,3.1668,1.3351,0
2017/8/4 2:30,1.8976,77.7037,2.7839,1.0325,0
2017/8/4 2:45,1.6997,79.0784,3.0488,1.2708,0
2017/8/4 3:00,1.6637,80.4875,2.8481,1.055,0
2017/8/4 3:15,1.5503,80.5744,3.0305,1.2448,0
2017/8/4 3:30,1.1656,81.8538,3.1602,1.3271,0
2017/8/4 3:45,1.0609,81.2901,2.9463,1.1292,0
2017/8/4 4:00,1.1021,81.2109,2.8855,1.1203,0
2017/8/4 4:15,1.0545,81.2671,2.9251,1.1256,0
2017/8/4 4:30,0.9581,81.0043,2.8661,1.0714,0
2017/8/4 4:45,0.7683,81.1469,2.6958,0.9486,0
2017/8/4 5:00,1.1247,80.1001,2.358,0.7151,0
2017/8/4 5:15,1.1187,79.2263,2.9538,1.1145,0
2017/8/4 5:30,1.1016,78.8416,2.6324,0.9245,0
2017/8/4 5:45,1.0445,79.4558,3.0731,1.2498,0
2017/8/4 6:00,0.6304,80.108,3.0438,1.2172,0
2017/8/4 6:15,0.4733,81.239,2.9397,1.1277,0
2017/8/4 6:30,0.4431,62.17065,3.0186,1.2078,0
2017/8/4 6:45,0.2998,81.9314,3.0435,1.2295,0
2017/8/4 7:00,15.3142,82.017,4.9832,3.0156,0
2017/8/4 7:15,15.3142,62.17065,12.2217,7.4627,0
2017/8/4 7:30,1.2665,79.066,38.9859,10.4156,0.0841
2017/8/4 7:45,3.4805,68.6993,83.0947,14.9905,0.2997
2017/8/4 8:00,5.5076,62.4966,140.7197,19.0487,0.5147
2017/8/4 8:15,8.7788,51.2653,202.6666,22.3484,0.9737
2017/8/4 8:30,9.5775,48.626,260.3791,26.391,3.7601
2017/8/4 8:45,10.6483,46.2907,329.8433,30.9032,2.0584
2017/8/4 9:00,11.0407,45.4471,395.7931,36.2732,1.4614
2017/8/4 9:15,13.0108,41.0002,447.9159,38.0567,1.7126
2017/8/4 9:30,13.8726,38.1904,500.0225,45.4029,1.932
2017/8/4 9:45,14.1898,37.1703,546.1117,48.5333,2.1303
2017/8/4 10:00,14.4723,36.214,588.2768,48.8024,3.5314
2017/8/4 10:15,15.1956,34.1624,628.472,47.6662,2.7681
2017/8/4 10:30,15.7382,32.8663,665.0745,46.0287,2.617
2017/8/4 10:45,16.3957,31.1334,698.6971,46.1489,3.1376
2017/8/4 11:00,16.0925,31.384,733.0294,48.1086,3.7742
2017/8/4 11:15,16.8194,30.2949,761.7652,48.3822,3.4081
2017/8/4 11:30,17.5678,28.608,785.0227,49.5375,4.1582
2017/8/4 11:45,18.2439,27.3598,808.3979,57.3135,4.1709
2017/8/4 12:00,18.5539,26.6493,826.7032,66.2507,3.9329
2017/8/4 12:15,19.0381,25.6186,831.6099,61.6569,4.2051
2017/8/4 12:30,19.1014,24.9085,834.7885,58.2277,4.1726
2017/8/4 12:45,19.7052,24.2079,829.1288,57.8199,3.9796
2017/8/4 13:00,19.6628,24.0629,818.8314,59.3565,4.1917
2017/8/4 13:15,20.2423,22.3905,817.2121,62.7726,4.1889
2017/8/4 13:30,20.6346,21.2784,799.078,58.8316,4.2501
2017/8/4 13:45,20.9159,20.7083,779.7975,56.1543,4.2417
2017/8/4 14:00,20.7254,20.825,755.3351,55.7213,4.1932
2017/8/4 14:15,21.0902,20.4653,722.2825,53.5105,4.1428
2017/8/4 14:30,20.8031,20.9308,700.5861,55.3038,4.1158
2017/8/4 14:45,21.0206,20.7538,673.535,56.3243,4.0449
2017/8/4 15:00,21.3077,20.3386,635.9345,56.5175,4.0226
2017/8/4 15:15,21.6825,18.6078,596.2916,55.9321,4.0238
2017/8/4 15:30,21.4874,18.6888,546.4722,47.4958,4.0182
2017/8/4 15:45,21.476,17.7433,498.5728,44.0362,3.9693
2017/8/4 16:00,21.65,17.1618,445.783,38.794,3.8979
2017/8/4 16:15,21.7799,16.9662,396.4162,37.8529,3.8198
2017/8/4 16:30,21.3879,17.6813,343.443,38.9189,3.7099
2017/8/4 16:45,20.9083,18.079,286.8707,36.2718,3.5663
2017/8/4 17:00,20.3009,18.2284,227.3814,35.5191,3.3614
2017/8/4 17:15,20.0475,18.7154,100.7641,37.5363,3.0815
2017/8/4 17:30,19.723,18.8917,29.1075,27.0269,2.6762
2017/8/4 17:45,19.1235,19.4181,20.4015,18.597,1.7934
2017/8/4 18:00,17.8651,21.2301,15.2738,13.5478,0.2416
2017/8/4 18:15,16.1709,24.3216,9.6224,7.9313,0
2017/8/4 18:30,14.8021,26.7963,6.3044,4.5884,0
2017/8/4 18:45,13.7194,28.4368,5.2444,3.4339,0
2017/8/4 19:00,12.8134,30.6087,4.4468,2.7317,0
2017/8/4 19:15,12.2836,31.2569,3.8017,2.1253,0
2017/8/4 19:30,11.5239,32.411,3.9832,2.2318,0
2017/8/4 19:45,10.9095,33.5482,3.2608,1.5467,0
2017/8/4 20:00,10.2146,35.3176,3.7862,2.0942,0
2017/8/4 20:15,10.0379,36.5126,3.0687,1.3373,0
2017/8/4 20:30,9.6816,38.348,3.024,1.3437,0
2017/8/4 20:45,9.2818,39.202,3.6122,1.8423,0
2017/8/4 21:00,8.8727,40.5566,3.202,1.4276,0
2017/8/4 21:15,8.6767,41.2146,3.2642,1.531,0
2017/8/4 21:30,8.3874,42.5207,2.9444,1.2189,0
2017/8/4 21:45,7.9602,43.7508,3.1878,1.3954,0
2017/8/4 22:00,7.5372,45.2806,3.3553,1.6143,0
2017/8/4 22:15,7.1405,47.8882,3.8143,2.0058,0
2017/8/4 22:30,6.7151,48.0708,3.6621,1.8117,0
2017/8/4 22:45,6.702,50.0436,3.1543,1.3738,0
2017/8/4 23:00,6.3815,50.3781,3.0085,1.2746,0
2017/8/4 23:15,6.059,51.5939,3.1575,1.3243,0
2017/8/4 23:30,5.8295,53.6258,3.0243,1.273,0
2017/8/4 23:45,5.4349,55.5524,3.2321,1.4067,0
2017/8/5 0:00,5.1281,57.3642,3.1189,1.3372,0
2017/8/5 0:15,4.9661,57.672,3.0106,1.2473,0
2017/8/5 0:30,4.8545,59.0125,2.9757,1.1867,0
2017/8/5 0:45,5.0162,53.1908,2.1563,0.6806,0
2017/8/5 1:00,5.4668,49.862,2.908,1.204,0
2017/8/5 1:15,5.231,52.5394,2.7639,1.0567,0
2017/8/5 1:30,5.2207,53.1864,2.5141,0.7951,0
2017/8/5 1:45,4.8651,55.0107,3.2495,1.3845,0
2017/8/5 2:00,4.3083,55.6594,3.356,1.475,0
2017/8/5 2:15,3.8165,58.1218,3.286,1.4839,0
2017/8/5 2:30,4.0349,58.9047,2.8267,1.0667,0
2017/8/5 2:45,3.8368,58.7974,2.9876,1.2042,0
2017/8/5 3:00,3.4787,61.9889,3.0237,1.217,0
2017/8/5 3:15,3.6089,61.2331,2.4973,0.8431,0
2017/8/5 3:30,3.5914,62.7582,2.9909,1.2079,0
2017/8/5 3:45,3.5934,61.1915,2.7024,0.9811,0
2017/8/5 4:00,3.4165,61.5035,2.5699,0.9046,0
2017/8/5 4:15,3.4874,62.1162,2.5661,0.8697,0
2017/8/5 4:30,3.5071,61.1076,2.6051,0.8957,0
2017/8/5 4:45,3.6705,61.208,2.2646,0.5956,0
2017/8/5 5:00,4.0374,59.1162,2.08,0.4945,0
2017/8/5 5:15,4.1882,58.1852,2.7546,1.0517,0
2017/8/5 5:30,3.9283,59.4904,3.3945,1.6613,0
2017/8/5 5:45,3.5127,60.3492,3.7953,1.9509,0
2017/8/5 6:00,3.1482,61.3309,3.6368,1.7226,0
2017/8/5 6:15,2.7198,62.9791,3.5302,1.6665,0
2017/8/5 6:30,2.5599,64.0476,3.3098,1.4299,0
2017/8/5 6:45,2.1556,63.7296,3.402,1.5512,0
